ECO,name,moves
E31,"Benoni Defense, Nimzo-Indian; E31",d4 Nf6 c4 e6 Nc3 Bb4 Bg5 h6 Bh4 c5 d5 d6
E40,"Rubinstein Variation, Nimzo-Indian; E40",d4 Nf6 c4 e6 Nc3 Bb4 e3
E43,"St. Petersburg Variation, Nimzo-Indian; E43",d4 Nf6 c4 e6 Nc3 Bb4 e3 b6
E44,"Fischer Variation, Nimzo-Indian; E44",d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2
E45,"Bronstein Variation, Nimzo-Indian; E45; Byrne Variation",d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Ba6
E41,"Huebner Variation, Nimzo-Indian; E41",d4 Nf6 c4 e6 Nc3 Bb4 e3 c5
E41,"Huebner Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Bd3 Nc6 Nf3 Bxc3
E42,"Rubinstein Variation, Nimzo-Indian; E42",d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Ne2
E42,"Sherbakov Attack, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Ne2 cxd4 exd4 O-O c5
E41,"Panov Attack, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Nf3 cxd4 exd4 d5
E40,"Keres Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 d5 a3 Bxc3+ bxc3 c5 cxd5 exd5 Bd3 O-O Ne2 b6
E40,"Taimanov Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 Nc6
E40,"Ragozin Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 Nc6 Nf3 O-O Bd3 d5 O-O dxc4
E46,"Normal Variation, Nimzo-Indian; E46",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O
E47,"Bishop Attack, Nimzo-Indian; E47",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3
E48,"Classical Defense, Nimzo-Indian; E48",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5
E49,"Botvinnik System, Nimzo-Indian; E49",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 a3 Bxc3+ bxc3
E48,"Olafsson Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 b6 Qe2 Bb7 Rd1 Qc8
E48,"Bronstein Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 Bd7
E48,"Bronstein Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 Nbd7 Ne2
E48,"Smyslov Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 Qe7
E46,"Reshevsky Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Ne2
E46,"Simagin Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Ne2 d5 a3 Bd6
E50,E50,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3
E50,"Huebner Deferred, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 c5
E51,"Ragozin Variation, Nimzo-Indian; E51",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5
E51,"Saemisch Deferred, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 a3
E52,"Schlechter Defense, Nimzo-Indian; E52",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 b6
E53,Bernstein Defense; Gligoric System; E53,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5
E53,"Keres Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O b6
E54,E54,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O dxc4 Bxc4
E55,"Bronstein Variation, Nimzo-Indian; E55",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O dxc4 Bxc4 Nbd7
E55,"Smyslov Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O dxc4 Bxc4 Qe7
E56,"Bernstein Variation, Nimzo-Indian; E56",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O Nc6
E58,E58,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O Nc6 a3 Bxc3 bxc3
E59,E59,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O Nc6 a3 Bxc3 bxc3 dxc4 Bxc4
E57,E57,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 Bd3 c5 O-O Nc6 a3 dxc4 Bxc4 cxd4
E46,"Reshevsky Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nge2
E46,"Simagin Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nge2 d5 a3 Bd6
E20,"Kmoch Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 f3
E20,"Steiner Variation, Nimzo-Indian; Romanishin Variation",d4 Nf6 c4 e6 Nc3 Bb4 g3
E21,"Three Knights Variation, Nimzo-Indian; E21",d4 Nf6 c4 e6 Nc3 Bb4 Nf3
E21,"Korchnoi Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 d5
E21,"Shocron Gambit, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 d5 b5
E21,"Euwe Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 d5 Ne4
E20,"Romanishin Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 g3 O-O Bg2
E20,"English Hybrid, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 g3 O-O Bg2 cxd4 Nxd4 d5 cxd5 Nxd5
E20,"Ragozin Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Nf3 d5
E22,"Spielmann Variation, Nimzo-Indian; E22",d4 Nf6 c4 e6 Nc3 Bb4 Qb3
E23,"Romanovsky Gambit, Nimzo-Indian; E23",d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6
E23,"San Remo Variation, Nimzo-Indian; Stahlberg Variation",d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxc5
E23,"Stahlberg Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxc5 Qc2 f5 g3
E23,"Carlsbad Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxd2
E23,"Stahlberg Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxd2 Nxd2 O-O O-O-O
E32,"Classical Variation, Nimzo-Indian; E32",d4 Nf6 c4 e6 Nc3 Bb4 Qc2
E38,"Berlin Variation, Nimzo-Indian; E38",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5
E38,"Steiner Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 Bxc3+
E39,"Pirc Variation, Nimzo-Indian; E39",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 O-O
E34,"Noa Variation, Nimzo-Indian; E34",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5
E36,E36,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3
E36,"Botvinnik Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Nc6
E37,E37,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Ne4
E37,"San Remo Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Ne4 Qc2 Nc6 e3 e5
E35,E35,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 exd5
E35,"Romanishin Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 exd5 Nf3 Qf5
E35,"Beliavsky Gambit, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 exd5 Nf3 Qf5 Qd1 e5
E33,"Milner-Barry, Zurich Variation, Nimzo-Indian; E33",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6
E33,"Milner-Barry Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6 Nf3 d6
E33,"Old Zurich Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6 Nf3 d6 a3
E33,"Vitolinsh-Adorjan Gambit, Nimzo Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 b5
E33,"Keres Defense, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 b6
E10,Anti-Nimzo-Indian; E10,d4 Nf6 c4 e6 Nf3
E10,Dzindzi-Indian Defense,d4 Nf6 c4 e6 Nf3 a6
E12,Queen's Indian Defense; E12,d4 Nf6 c4 e6 Nf3 b6
E12,"Petrosian Variation, QID",d4 Nf6 c4 e6 Nf3 b6 a3
E12,"Farago Defense, QID",d4 Nf6 c4 e6 Nf3 b6 a3 Ba6 Qc2 Bb7
E12,"Murey Variation, QID",d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 d5 cxd5 Nxd5 Qc2 c5 e4 Nxc3 bxc3 Nc6 Bb2 cxd4 cxd4 Rc8 1Rd1 Bd6
E12,"Miles Variation, QID",d4 Nf6 c4 e6 Nf3 b6 Bf4
E14,"Spassky System, QID; E14",d4 Nf6 c4 e6 Nf3 b6 e3
E14,"Averbakh Variation, QID",d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 c5 O-O Be7 b3 O-O Bb2 cxd4 Nxd4
E15,"Fianchetto System, QID; E15",d4 Nf6 c4 e6 Nf3 b6 g3
E15,"Nimzovich Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Ba6
E15,"Quiet Line, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3
E15,"Nimzovich Attack, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qa4+
E15,"Timman's Line, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qb3
E16,"Fianchetto Traditional, QID; E16",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7
E16,"Capablanca Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+
E16,"Yates Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+ Bd2 a5
E16,"Riumin Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+ Bd2 Be7
E17,"Traditional Variation, QID; E17",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7
E17,Anti-Queen's Indian System,d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 Nc3
E17,"Opocensky Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 Nc3 Ne4 Bd2
E17,"Classical Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O
E17,"Euwe Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O b3
E17,"Taimanov Gambit, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O d5 exd5 Nd4
E17,"Polugaevsky Gambit, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O d5 exd5 Nh4
E18,E18,d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3
E18,"Tiviakov Defense, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 Na6
E19,E19,d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 Ne4 Qc2
E17,"Kramnik Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Re1
E15,"Saemisch Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5
E16,"Buerger Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5 d5 exd5 Ng5
E16,"Rubinstein Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5 d5 exd5 Nh4
E16,"Fine Variation, QID",d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Qc8 O-O c5 d5
E12,"Kasparov Variation, QID",d4 Nf6 c4 e6 Nf3 b6 Nc3
E12,"Kasparov-Petrosian Variation, QID",d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 a3
E12,"Polovodin Gambit, QID",d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 a3 d5 cxd5 Nxd5 e4
E12,"Hedgehog Variation, QID",d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 a3 g6
E13,E13,d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 Bg5 h6 Bh4 Bb4
E12,"Botvinnik Variation, QID",d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb7 Bg5 h6 Bh4 g5 Bg3 Nh5
E11,Bogoljubow Defense; Bogo-Indian Defense; E11,d4 Nf6 c4 e6 Nf3 Bb4+
E11,Monticelli Trap,d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2 b6 g3 Bb7 Bg2 O-O Nc3 Ne4 Qc2 Nxc3 Bg5
E11,"Nimzovich Variation, Bogo-Indian",d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Qe7
E11,"Grunfeld Variation, Bogo-Indian",d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2
E10,Blumenfeld Variation,d4 Nf6 c4 e6 Nf3 c5
E10,Blumenfeld Countergambit,d4 Nf6 c4 e6 Nf3 c5 d5 b5
E10,Dus-Chotimursky Variation,d4 Nf6 c4 e6 Nf3 c5 d5 b5 Bg5
E10,"Spielmann Variation, Blumenfeld",d4 Nf6 c4 e6 Nf3 c5 d5 b5 Bg5 exd5 cxd5 h6
E10,Blumenfeld Countergambit Accepted,d4 Nf6 c4 e6 Nf3 c5 d5 b5 dxe6 fxe6 cxb5 d5
E10,"Rubinstein Variation, Blumenfeld",d4 Nf6 c4 e6 Nf3 c5 d5 b5 e4
E10,Dory (Doery) Defense,d4 Nf6 c4 e6 Nf3 Ne4
A50,Medusa Gambit,d4 Nf6 c4 g5
D70,King's Indian Defense; West Indian Defense; D70,d4 Nf6 c4 g6
E60,King's Indian Defense; West Indian Defense; E60,d4 Nf6 c4 g6
D70,Anti-Grunfeld Variation,d4 Nf6 c4 g6 d5
D70,Danube Gambit; Adorjan Gambit,d4 Nf6 c4 g6 d5 b5
D70,Danube; Donau Gambit,d4 Nf6 c4 g6 d5 b5 cxb5 a6 bxa6 c6
D70,Nimzovich Attack; Anti-Grunfeld; Alekhine Variation,d4 Nf6 c4 g6 f3
D70,Goglidze Attack,d4 Nf6 c4 g6 f3 d5
D70,Leko Gambit,d4 Nf6 c4 g6 f3 e5
E60,"Fianchetto Variation, KID",d4 Nf6 c4 g6 g3
E60,Counterthrust Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d5
E60,Kemeri Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d5 cxd5 Nxd5 Nf3 O-O O-O c5
E60,Yugoslav Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d6 Nf3 O-O Nc3 c5
E60,Bronstein Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d6 Nf3 O-O Nc3 c6 O-O Qa5
E60,Panno Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d6 Nf3 O-O Nc3 Nc6 O-O a6 h3 Rb8
E60,Spassky Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d6 Nf3 O-O Nc3 Nc6 O-O Bf5
E60,Simagin Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d6 Nf3 O-O Nc3 Nc6 O-O Bg4
E60,Szabo Variation,d4 Nf6 c4 g6 g3 Bg7 Bg2 d6 Nf3 O-O Nc3 Nc6 O-O e5
E60,Panno System,d4 Nf6 c4 g6 g3 Bg7 Bg2 d6 Nf3 O-O O-O Nc6 d5 Na5
E60,"Pomar Variation, KID",d4 Nf6 c4 g6 g3 Bg7 Bg2 O-O Nge2
D70,Kemeri; Neo-Grunfeld,d4 Nf6 c4 g6 g3 d5
D71,Counterthrust Variation,d4 Nf6 c4 g6 g3 d5 Bg2 Bg7
D71,"Exchange Variation, Neo-Grunfeld",d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 cxd5 Nxd5
D72,D72,d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 cxd5 Nxd5 e4 Nb6
D73,D73,d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3
D74,"Delayed Exchange Variation, Neo-Grunfeld; D74",d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O cxd5 Nxd5 O-O
D75,D75,d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O cxd5 Nxd5 O-O c5
D76,D76,d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O cxd5 Nxd5 O-O Nb6
D77,"Classical Variation, Neo-Grunfeld; D77",d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O O-O
D78,"Original Defesne, Neo-Grunfeld; D78",d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O O-O c6
D79,D79,d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O O-O c6 cxd5
D79,"Ultra-delayed Exchange Variation, Neo-Grunfeld",d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O O-O c6 cxd5 cxd5
D78,"Modern Defense, Neo-Grunfeld",d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O O-O dxc4
D78,"Polgar Variation, Neo-Grunfeld",d4 Nf6 c4 g6 g3 d5 Bg2 Bg7 Nf3 O-O O-O Nc6
E61,E61,d4 Nf6 c4 g6 Nc3
E61,"Smyslov Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 Bg5
E70,"Normal Variation, KID; E70",d4 Nf6 c4 g6 Nc3 Bg7 e4
E77,"Six Pawns Attack, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6
E73,E73,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2
E73,"Semi-Averbakh System, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Be3
E73,"Averbakh Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5
E73,"Spanish Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 a6
E74,"Benoni Defense, KID; E74",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 c5
E75,E75,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 c5 d5 c6
E73,"Flexible Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 h6
E73,"Burgess Line, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 Na6 Qd2 c6
E73,"Geller Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 Nbd7
E70,"Accelerated Averbakh Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bg5
E80,"Saemisch Variation, KID; E80",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3
E80,"Bronstein Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 e5 d5 Nh5 Be3 Na6 Qd2 Qh4+ g3 Nxg3 Qf2 Nxf1 Qxh4 Nxe3 1Kf2 Nxc4
E81,"Normal Defesne, Sameisch Variation, KID; E81",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O
E82,"Double Fianchetto, KID; E82",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 b6
E81,"Byrne Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 c6 Bd3 a6
E85,"Orthodox Variation, KID; E85",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 e5
E87,"Closed Variation, KID; E87",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 e5 d5
E88,E88,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 e5 d5 c6
E89,E89,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 e5 d5 c6 Nge2
E87,"Bronstein Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 e5 d5 Nh5 Qd2 Qh4+ g3 Nxg3 Qf2 Nxf1
E86,E86,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 e5 Nge2 c6
E83,"Yates Defense, KID; E83",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 Nc6
E83,"Panno Formation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 Nc6 Nge2 a6
E84,E84,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 Nc6 Nge2 a6 Qd2 Rb8
E83,"Ruban Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 Nc6 Nge2 Rb8
E81,"Steiner Attack, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Bg5
E81,"Bobotsov-Korchnoi-Petrosian Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Nge2
E76,"Four Pawns Attack, KID; E76",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4
E76,"Six Pawns Attack, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 c5 d5 O-O Be2 e6 dxe6 fxe6 g4 Nc6 h4
E76,"Modern Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 Na6
E77,E77,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Be2
E77,"Florentine Gambit, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Be2 c5 d5 e6 Nf3 exd5 e5
E78,"Fluid Attack, KID; E78",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Be2 c5 Nf3
E79,"Exchange Variation, Four Pawns Attack, KID; E79",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Be2 c5 Nf3 cxd4 Nxd4 Nc6 Be3
E76,"Dynamic Attack, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Nf3 c5 d5
E72,"Deferred Fianchetto, KID; E72",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 g3
E72,"Pomar System, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 g3 O-O Bg2 e5 Nge2
E71,"Makogonov Variation, KID; E71",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 h3
E90,E90,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3
E91,"Orthodox Variation, KID; E91",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2
E92,E92,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5
E92,"Gligoric-Taimanov Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 Be3
E92,"Petrosian Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 d5
E92,"Stein Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 d5 a5
E93,E93,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 d5 Nbd7
E93,"Keres Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 d5 Nbd7 Bg5 h6 Bh4 g5 Bg3 Nh5 h4
E94,E94,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O
E94,"Ukranian Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O a5
E94,"Donner Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O c6
E94,"Glek Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Na6
E95,E95,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nbd7 Re1
E96,E96,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nbd7 Re1 c6 Bf1 a5
E97,"Aronin-Taimanov Variation, KID; E97",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6
E97,"Normal Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7
E97,"Bayonet Attack, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 b4
E97,"Yepishin's Line, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 b4 Nh5 Qc2
E97,"Sokolov's Line, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 b4 Nh5 Re1
E97,"Korchnoi Attack, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Bd2
E98,E98,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1
E98,"Kozul Gambit, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1 Nd7 Be3 f5
E99,"Benko Attack, KID; E99",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1 Nd7 f3
