ECO,name,moves
C30,"Norwalde (Norwalder) Variation, KGD",e4 e5 f4 Qf6
C30,"Schubert Variation, KGD",e4 e5 f4 Qf6 Nc3 Qxf4 d4
C30,"Keene Defense, KGD",e4 e5 f4 Qh4+ g3 Qe7
C25,Vienna; Hamppe Opening; C25,e4 e5 Nc3
C25,"Zhuravlev Counter-Gambit, Vienna",e4 e5 Nc3 Bb4 Qg4
C25,"Zhuraviev Countergambit, Vienna",e4 e5 Nc3 Bb4 Qg4 Nf6
C25,"Anderssen Defense, Vienna",e4 e5 Nc3 Bc5
C25,"Hamppe-Mietner Variation, Vienna",e4 e5 Nc3 Bc5 Na4
C25,"Giraffe Attack, Vienna",e4 e5 Nc3 Bc5 Qg4
C25,"Omaha Gambit, Vienna",e4 e5 Nc3 d6 f4
C23,"Meitner-Mieses Gambit, Vienna",e4 e5 Nc3 Nc6 Bc4 Bc5 Qg4 Qf6 Nd5
C23,"Bronstein Gambit, Vienna",e4 e5 Nc3 Nc6 Bc4 Nf6 f4 Nxe4 Nf3
C25,"Fyfe Gambit, Vienna",e4 e5 Nc3 Nc6 d4
C25,"Philidor Countergambit, Vienna",e4 e5 Nc3 Nc6 d4 f5
C25,"Alapin Variation, Vienna",e4 e5 Nc3 Nc6 f4
C25,Vienna Gambit,e4 e5 Nc3 Nc6 f4
C25,"Quelle Gambit, Vienna",e4 e5 Nc3 Nc6 f4 Bc5 fxe5 d6
C25,"Steinitz Gambit, Vienna",e4 e5 Nc3 Nc6 f4 exf4 d4
C25,"Fraser-Minckwitz Variation, Vienna",e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4+ Ke2 b6
C25,"Zukertort Defense, Vienna",e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4+ Ke2 d5
C25,"Paulsen Defense, Vienna",e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4+ Ke2 d6
C25,"Soerensen Defense, Vienna",e4 e5 Nc3 Nc6 f4 exf4 d4 Qh4+ Ke2 g5
C25,"Knight Variation, Vienna",e4 e5 Nc3 Nc6 f4 exf4 Nf3
C25,"Cunningham Defense, Vienna",e4 e5 Nc3 Nc6 f4 exf4 Nf3 Be7
C25,"Hamppe-Muzio Gambit, Vienna",e4 e5 Nc3 Nc6 f4 exf4 Nf3 g5 Bc4 g4 O-O
C25,"Pierce Gambit, Vienna",e4 e5 Nc3 Nc6 f4 exf4 Nf3 g5 d4
C25,"Hamppe-Allgaier Gambit, Vienna",e4 e5 Nc3 Nc6 f4 exf4 Nf3 g5 h4 g4 Ng5
C25,Hamppe-Allgaier-Thorold Gambit,e4 e5 Nc3 Nc6 f4 exf4 Nf3 g5 h4 g4 Ng5 h6 Nxf7 Kxf7 d4
C25,"Paulsen Variation, Vienna",e4 e5 Nc3 Nc6 g3
C25,Mariotti Gambit,e4 e5 Nc3 Nc6 g3 Bc5 Bg2 h5 Nf3 h4
C26,"Falkbeer Variation, Vienna; C26",e4 e5 Nc3 Nf6
C26,"Mengarini Variation, Vienna",e4 e5 Nc3 Nf6 a3
C27,"Stanley Variation, Vienna; C27",e4 e5 Nc3 Nf6 Bc4
C27,"Reversed Spanish, Vienna",e4 e5 Nc3 Nf6 Bc4 Bb4
C27,"Bishop Variation, Vienna",e4 e5 Nc3 Nf6 Bc4 Bc5
C27,"Eifel Gambit, Vienna",e4 e5 Nc3 Nf6 Bc4 Bc5 Nge2 b5
C28,"Three Knights Variation, Vienna; C28",e4 e5 Nc3 Nf6 Bc4 Nc6
C27,"Modern Variation, Vienna",e4 e5 Nc3 Nf6 Bc4 Nxe4
C27,"Boden-Kieseritzky Gambit, Vienna",e4 e5 Nc3 Nf6 Bc4 Nxe4 Nf3
C27,"Monster Variation, Vienna",e4 e5 Nc3 Nf6 Bc4 Nxe4 Qh5 Nd6 Bb3 Be7
C27,"Alekhine Variation, Vienna",e4 e5 Nc3 Nf6 Bc4 Nxe4 Qh5 Nd6 Bb3 Be7 Nf3 Nc6 Nxe5
C27,"Adams Gambit, Vienna",e4 e5 Nc3 Nf6 Bc4 Nxe4 Qh5 Nd6 Bb3 Nc6 d4
C27,"Frankenstein-Dracula Var, Vienna",e4 e5 Nc3 Nf6 Bc4 Nxe4 Qh5 Nd6 Bb3 Nc6 Nb5 g6 Qf3 f5 Qd5 Qe7
C29,"Vienna Gambit, Vienna; C29",e4 e5 Nc3 Nf6 f4
C29,"Steinitz Variation, Vienna",e4 e5 Nc3 Nf6 f4 d5 d3
C26,"Oxford Variation, Vienna",e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 d3
C29,"Wurzburger Trap, Vienna",e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 d3 Qh4 g3 Nxg3 Nf3 Qh5 Nd5 Bxd5 Nf4
C29,"Breyer Variation, Vienna",e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Nf3 Be7
C29,"Kaufmann Variation, Vienna",e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Nf3 Bg4 Qe2
C29,"Paulsen Attack, Vienna",e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Qf3
C29,"Bardeleben Variation, Vienna",e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Qf3 f5
C26,"Mieses Variation, Vienna",e4 e5 Nc3 Nf6 g3
C25,"Polluck Gambit, Vienna",e4 e5 Nc3 Nf6 g3 Bc5 Bg2 Nc6 Nge2 d5 exd5
C25,"Erben Gambit, Vienna",e4 e5 Nc3 Nf6 g3 d5 exd5 c6
C20,Alapin Opening,e4 e5 Ne2
C40,King's Knight Opening; C40,e4 e5 Nf3
C40,Glatz Gambit; Busch-Gass Gambit,e4 e5 Nf3 Bc5
C25,"Hamppe Meitner, Vienna",e4 e5 Nf3 Bc5 Na4
C40,Chiodini Gambit,e4 e5 Nf3 Bc5 Nxe5 Nc6
C40,Jalalabad Defense,e4 e5 Nf3 c5
C40,Gunderam Gambit,e4 e5 Nf3 c6
C40,Queen's Pawn Counter-Gambit; Elephant Gambit,e4 e5 Nf3 d5
C40,Maroczy; Elephant Gambit,e4 e5 Nf3 d5 exd5 Bd6
C40,Halasz-Jacobsen Gambit,e4 e5 Nf3 d5 exd5 Bd6
C40,Maroczy Gambit,e4 e5 Nf3 d5 exd5 Bd6
C40,Paulsen Counter-Gambit,e4 e5 Nf3 d5 exd5 e4
C40,Wasp Variation,e4 e5 Nf3 d5 Nxe5 dxe4 Bc4 Qg5
C41,Philidor Defense; C41,e4 e5 Nf3 d6
C41,"Lopez Counter-Gambit, Philidor",e4 e5 Nf3 d6 Bc4 f5
C41,Philidor Gambit,e4 e5 Nf3 d6 d4 Bd7
C41,"Alapin-Blackburne Gambit, Philidor",e4 e5 Nf3 d6 d4 Bg4 dxe5 Nd7
C41,"Exchange Variation, Philidor",e4 e5 Nf3 d6 d4 exd4
C41,"Morphy Gambit, Philidor",e4 e5 Nf3 d6 d4 exd4 Bc4
C41,"Bird Gambit, Philidor",e4 e5 Nf3 d6 d4 exd4 c3
C41,"Paulsen Attack, Philidor",e4 e5 Nf3 d6 d4 exd4 Nxd4 d5 exd5
C41,"Larsen Variation, Philidor",e4 e5 Nf3 d6 d4 exd4 Nxd4 g6
C41,"Boden Variation, Philidor",e4 e5 Nf3 d6 d4 exd4 Qxd4 Bd7
C41,Philidor Counter Attack,e4 e5 Nf3 d6 d4 f5
C41,"Zukertort Variation, Philidor",e4 e5 Nf3 d6 d4 f5 Nc3
C41,"Hanham; Lord Variation, Philidor",e4 e5 Nf3 d6 d4 Nd7
C41,"Delmar Variation, Philidor",e4 e5 Nf3 d6 d4 Nd7 Bc4 c6 c3
C41,"Schlechter Variation, Philidor",e4 e5 Nf3 d6 d4 Nd7 Bc4 c6 Nc3
C41,"Krause Variation, Philidor",e4 e5 Nf3 d6 d4 Nd7 Bc4 c6 O-O
C41,"Steiner Variation, Philidor",e4 e5 Nf3 d6 d4 Nd7 Bc4 c6 O-O Be7 dxe5
C41,"Sharp Variation, Philidor",e4 e5 Nf3 d6 d4 Nd7 Bc4 Nb6
C41,"Lion Variation, Philidor",e4 e5 Nf3 d6 d4 Nd7 Nc3 Nf6
C41,"Jaenisch Counter-Attack, Philidor; Nimzovich Variation",e4 e5 Nf3 d6 d4 Nf6
C41,"Klein Variation, Philidor",e4 e5 Nf3 d6 d4 Nf6 Bc4
C41,"Sokolsky Variation, Philidor",e4 e5 Nf3 d6 d4 Nf6 dxe5 Nxe4 Nbd2
C41,"Rellstab Variation, Philidor",e4 e5 Nf3 d6 d4 Nf6 dxe5 Nxe4 Qd5
C41,"Larobok Variation, Philidor",e4 e5 Nf3 d6 d4 Nf6 Nc3 Nbd7
C41,"Locock Variation, Philidor",e4 e5 Nf3 d6 d4 Nf6 Ng5 h6 Nxf7
C40,Latvian; Greco Counter-Gambit,e4 e5 Nf3 f5
C40,"Senechaud Gambit, Latvian",e4 e5 Nf3 f5 b4
C40,"Mayet Attack, Latvian",e4 e5 Nf3 f5 Bc4
C40,"Strautins Gambit, Latvian",e4 e5 Nf3 f5 Bc4 b5
C40,"Polerio-Svedenborg Variation, Latvian",e4 e5 Nf3 f5 Bc4 fxe4 Nxe5 d5
C40,"Poisoned Pawn Variation, Latvian",e4 e5 Nf3 f5 Bc4 fxe4 Nxe5 Qg5 d4 Qxg2
C40,"Duke of Courland Variation, Latvian",e4 e5 Nf3 f5 Bc4 fxe4 Nxe5 Qg5 d4 Qxg2 Qh5 g6 Bf7 Kd8 Bg6 Qh1
C40,"Morgado Defense, Latvian",e4 e5 Nf3 f5 Bc4 Nf6
C40,"Diepstraten Countergambit, Latvian",e4 e5 Nf3 f5 c4
C40,"Clam Gambit, Latvian",e4 e5 Nf3 f5 d3 Nc6 exf5
C40,"Mason Countergambit, Latvian",e4 e5 Nf3 f5 d4
C40,Latvian Gambit Accepted,e4 e5 Nf3 f5 exf5
C40,"Lobster Gambit, Latvian",e4 e5 Nf3 f5 g4
C40,"Mlotkowski Variation, Latvian",e4 e5 Nf3 f5 Nc3
C40,"Fraser Defense, Latvian",e4 e5 Nf3 f5 Nxe5 Nc6
C40,"Corkscrew Counter-Gambit, Latvian",e4 e5 Nf3 f5 Nxe5 Nf6 Bc4 fxe4 Nf7 Qe7 Nxh8 d5
C40,"Greco Variation, Latvian",e4 e5 Nf3 f5 Nxe5 Qe7
C40,"Mail Line, Latvian Gambit Accepted",e4 e5 Nf3 f5 Nxe5 Qf6 d4
C40,"Bilguer Variation, Latvian",e4 e5 Nf3 f5 Nxe5 Qf6 d4 d6 Nc4
C40,"Bronstein Attack, Latvian",e4 e5 Nf3 f5 Nxe5 Qf6 d4 d6 Nc4 fxe4 Be2
C40,"Nimzovich Attack, Latvian",e4 e5 Nf3 f5 Nxe5 Qf6 d4 d6 Nc4 fxe4 Ne3
C40,"Bronstein Gambit, Latvian",e4 e5 Nf3 f5 Nxe5 Qf6 d4 d6 Nc4 fxe4 Qh5+ g6 Qe2
C40,"Foltys-Leonhardt Variation, Latvian Gambit",e4 e5 Nf3 f5 Nxe5 Qf6 Nc4
C40,"Foltys Variation, Latvian",e4 e5 Nf3 f5 Nxe5 Qf6 Nc4 fxe4 d3
C40,"Leonhardt Variation, Latvian",e4 e5 Nf3 f5 Nxe5 Qf6 Nc4 fxe4 Nc3
C40,Damiano Defense,e4 e5 Nf3 f6
C40,Damiano Gambit,e4 e5 Nf3 f6 Nxe5 fxe5 Qh5+ g6 Qxe5+ Qe7 Qxh8
C40,"Chigorin Gambit, Damiano",e4 e5 Nf3 f6 Nxe5 Qe7 Nf3 d5
C44,C44,e4 e5 Nf3 Nc6
C44,Paschman Wing Gambit,e4 e5 Nf3 Nc6 b4
C60,Ruy Lopez; Spanish Opening; C60,e4 e5 Nf3 Nc6 Bb5
C60,"Bulgarian Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a5
C68,"Morphy Defense, Ruy Lopez; C68",e4 e5 Nf3 Nc6 Bb5 a6
C70,"Morphy Defense, Ruy Lopez; C70",e4 e5 Nf3 Nc6 Bb5 a6 Ba4
C70,"Caro Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5
C70,"Graz Variation, Ruy",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Bc5
C70,"Furman-Taimanov; Wing Var, Ruy; Norwegian Variation",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Na5
C70,"Nightingale Gambit, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Na5 Bxf7+
C70,"Alapin's Defense Deferred, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bb4
C70,"Classical Defense Deferred, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5
C71,Steinitz Defense Deferred; Ruy Lopez; C71,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6
C71,"Modern Steinitz Defense, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6
C73,C73,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 Bxc6+ bxc6
C73,"Richter Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 Bxc6+ bxc6 d4
C73,"Alapin Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 Bxc6+ bxc6 d4 f6
C74,C74,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3
C75,C75,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 Bd7
C76,C76,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 Bd7 d4 g6
C74,"Siesta Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 f5
C74,"Kopaiev Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 f5 exf5 Bxf5 O-O
C71,"Keres Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c4
C71,"Noah's Ark Trap, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 d4 b5 Bb3 exd4 Nxd4 Nxd4 Qxd4 c5 Qd5 Be6 Qc6+ Bd7
C72,C72,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 O-O
C70,"Schliemann Defense Deferred, Ruy",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 f5
C70,"Jaenisch Gambit Deferred, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 f5 exf5
C77,C77,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6
C77,Treybel; Flohr; Exchange Var Deferred,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Bxc6
C77,"Bayreuth Variation, ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Bxc6
C77,"Jaffe Gambit, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 c3
C77,"Anderssen Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3
C77,"Duras Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 d6 c4
C77,"Mackenzie Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d4
C77,"Center Attack, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d4 exd4
C77,"Nimzovich; Tarrasch Var, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3
C78,"Normal Variation, Ruy Lopez; C78",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O
C78,"Arkangelsk; Counterthrust Var, Ruy",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5
C78,"Shannon Gambit, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Bb7 Ng5 d5
C78,"Wing Attack, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 a4
C78,"Neo-Steinitz Defense, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 d6
C78,"Moeller Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Bc5
C84,"Closed Defense, Ruy Lopez; C84",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7
C85,Delayed Exchange Ruy Lopez Deferred; C85,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Bxc6
C84,"Center Attack, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 d4
C84,"Basque Gambit, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 d4 exd4 e5 Ne4 c3
C84,"Lopez Four Knights, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Nc3
C86,"Worrall Attack, Ruy Lopez; C86",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Qe2
C86,"Schlechter Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Qe2 b5 Bb3 O-O c3 d5
C86,"English Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Qe2 b5 Bb3 O-O c3 d6 d4 Bg4
C87,C87,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1
C88,C88,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3
C88,"Trajkovic Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 Bb7
C88,"Pseudo-Marshall Var, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 Bb7 c3 d5 exd5 Nxd5 Nxe5 Nxe5
C90,C90,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6
C90,"Balla Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 Na5 Bc2 c5 d4 Qc7
C90,"Suetin Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O a3
C90,"Lutikov Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O Bc2
C90,"Pilnik Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O d3
C91,"Yates Variation, Ruy; C91",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O d4
C91,"Bogoljubow; Counterthrust Var, Ruy",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O d4 Bg4
C92,C92,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3
C92,"Keres Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 a5
C92,"Flohr; Zaitsev; Lenzerheide Var, Ruy",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Bb7
C92,"Kholmov Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Be6
C93,"Smyslov Variation, Ruy Lopez; C93",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 h6
C96,C96,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5
C96,"Borisenko Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Nc6
C96,"Keres Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Nd7
C97,"Chigorin Variation, Ruy Lopez; C97",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Qc7
C92,"Spanish Benoni, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Qc7 1d5
C97,"Classical Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Qc7 1Nbd2
C99,C99,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Qc7 1Nbd2 cxd4
C98,C98,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Qc7 1Nbd2 Nc6
C98,"Rauzer Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Na5 Bc2 c5 d4 Qc7 1Nbd2 Nc6 1dxe5 dxe5 1a4
C94,"Breyer; Retreat Variation, Ruy Lopez; C94",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Nb8
C95,C95,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Nb8 d4
C95,"Borisenko Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Nb8 d4 Nbd7
C95,"Arseniev Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Nb8 d4 Nbd7 c4
C95,"Romanishin Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Nb8 d4 Nbd7 Nbd2 Bb7 1Bc2 Re8 1Nf1 Bf8 1Bg5
C95,"Simagin Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Nb8 d4 Nbd7 Nh4
C92,"Keres Defense, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Nd7
C92,"Zaitsev System, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3 Re8
C88,"Rosen Attack, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 d4
C88,"Anti-Marshall Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O a4
C89,C89,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3
C89,"Marshall Attack, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5
C89,"Marshall Counter-Attack, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 d4
C89,"Steiner Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 e4
C89,"Kevitz Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 Nxd5 Nxe5 Nxe5 Rxe5 c6 1Bxd5 cxd5 1d4 Bd6 1Re3
C89,"Geller Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 Nxd5 Nxe5 Nxe5 Rxe5 c6 1d4 Bd6 1Re1 Qh4 1g3 Qh3
C89,"Fischer Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 Nxd5 Nxe5 Nxe5 Rxe5 c6 1g3
C90,"Suetin Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d6 a3
C90,"Lutikov Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d6 Bd2
C90,"Leonhardt Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 Na5 Bc2 c5 d4 Qc7 h3 Nc6 1d5 Nd8 1Nbd2 g5
C87,"Averbakh Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 d6
C87,"Kecskemet; Timbuktu Var, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 d6 c3 O-O d4 Bd7 Nbd2 Be8
C87,"Romanovsky Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 d6 c3 O-O d4 Bd7 Nbd2 exd4 cxd4 Nb4
C79,"Central Countergambit, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O d5
C79,"Russian Defense, Ruy Lopez; C79; Lasker Defense",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O d6
C79,"Brix Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O g6
C80,"Tarrasch; Open Variation, Ruy Lopez; C80",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4
C80,"Schlechter Defense, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 a4 Nxd4
C80,"Berger Variation, Ruy Lopez",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 a4 Nxd4 Nxd4 exd4 Nc3
